duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
41,,Movie,The White Helmets,16-09-2016,2016,TV-14,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.",80101827
64,,Movie,Los Tigres del Norte at Folsom Prison,15-09-2019,2019,TV-PG,The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.,81030342
94,,Movie,Steal a Pencil for Me,15-09-2019,2006,TV-14,This moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a Nazi concentration camp.,70054723
86,,Movie,The Outsider,15-09-2019,2019,TV-MA,A frontier sheriff tries to protect his sadistic son from a Chinese railroad worker hellbent on revenge.,81131761
113,,Movie,Arisan 2,15-09-2018,2011,TV-14,"A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths.",81016326
92,,Movie,Cardboard Gangsters,15-09-2018,2016,TV-MA,"A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale, Dublin, putting him and his gang on a violent path.",80227777
153,,Movie,Eeda,15-09-2018,2018,TV-14,Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.,81018233
111,,Movie,Galih dan Ratna,15-09-2018,2017,TV-PG,Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.,81016317
141,,Movie,Gie,15-09-2018,2005,TV-14,Indonesian activist Soe Hok Gie experiences a political awakening during the tumultuous regimes of Suharto and Sukarno. Inspired by true events.,81016337
128,,Movie,?Goli Soda 2,15-09-2018,2018,TV-MA,"A taxi driver, a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians, evil dons and caste barriers.",81018234
52,,Movie,Jugaad,15-09-2018,2017,TV-14,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents.",81018241
117,,Movie,?Maj Rati ??Keteki,15-09-2018,2017,TV-14,"A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks.",81018235
100,,Movie,?Mayurakshi,15-09-2018,2017,TV-14,"When a middle-aged divorcee returns to Kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them.",81018236
112,,Movie,Red Oleanders Raktokarobi,15-09-2018,2017,TV-14,"When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives.",81018237
110,,Movie,Samantaral,15-09-2018,2017,TV-MA,"On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.",81018238
98,,Movie,The Secret,15-09-2018,2018,TV-MA,"Learning that her father has married a woman her own age, Kanaya leaves home, only to get into an accident that lands her in a haunted hospital.",81016339
137,,Movie,First They Killed My Father,15-09-2017,2017,TV-MA,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,80067522
108,,Movie,Gagarin: First in Space,15-09-2017,2013,TV-14,This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission.,80192149
132,,Movie,Janaan,15-09-2017,2016,TV-14,"After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin.",80142637
87,,Movie,Larceny,15-09-2017,2017,TV-14,An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money.,80192014
92,,Movie,Rumble,15-09-2017,2016,TV-MA,"An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob.",80192015
108,,Movie,Strong Island,15-09-2017,2017,TV-MA,"The forces of family, grief and racial injustice converge in this powerful documentary exploring the murder of filmmaker Yance Ford's brother.",80168230
91,,Movie,Natural Born Pranksters,15-09-2016,2016,R,"The biggest pranksters on YouTube – VitalyzdTV, Dennis Roady and Roman Atwood – turn Hollywood into ""Prankwood"" with their most over-the-top stunts.",80088910
83,,Movie,Sample This,15-09-2016,2012,TV-14,"This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it.",70290909
90,,Movie,Cowspiracy: The Sustainability Secret,15-09-2015,2014,NR,Learn how factory farming is decimating the planet's natural resources – and why this crisis has been largely ignored by major environmental groups.,80033772
157,,Movie,Oh! Baby,14-09-2019,2019,TV-14,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,81093951
83,,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,14-09-2019,2019,TV-PG,"Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series.",80238013
95,,Movie,We Have Always Lived in the Castle,14-09-2019,2018,TV-14,The fragile and secretive world of two sisters and their uncle crumbles when their charming cousin arrives with eyes toward the family fortune.,81089941
107,,Movie,Bangkok Hell,14-09-2018,2002,TV-MA,"When offered a deal to snitch on fellow prisoners, an inmate faces a tough dilemma: act in his own interest, or help those who may need him.",81000011
109,,Movie,Bleach,14-09-2018,2018,TV-14,"When high schooler Ichigo is suddenly given reaper abilities, he really wants to give the powers back. But he'll have to reap some souls first.",80217733
100,,Movie,Still,14-09-2018,2010,TV-MA,"A haunted hotel, a body in a water tank, a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines.",80999985
114,,Movie,The Angel,14-09-2018,2018,TV-MA,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",80188120
98,,Movie,The Land of Steady Habits,14-09-2018,2018,TV-MA,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",80164779
106,,Movie,American Warfighter,13-09-2019,2019,TV-MA,"A Navy SEAL haunted by wartime memories tries to rebuild his life at home, even as one last mission threatens to unravel everything.",81092328
87,,Movie,Deviant Love,13-09-2019,2019,TV-14,"In a tailspin after her marriage collapses, Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives.",81183572
90,,Movie,Head Count,13-09-2019,2018,TV-MA,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.,81037283
65,,Movie,"Hello, Privilege. It's Me, Chelsea",13-09-2019,2019,TV-MA,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career.",80244973
105,,Movie,Locked on You,13-09-2019,2018,TV-14,"When his chatty nature lands him in trouble, an unlucky meatball seller flees Istanbul and finds a new life on a beautiful island.",81132438
107,,Movie,Shanghai Fortress,13-09-2019,2019,TV-14,A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.,81161230
103,,Movie,Tall Girl,13-09-2019,2019,TV-PG,"After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle.",81002412
88,,Movie,Time Trap,13-09-2019,2018,TV-14,"While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.",81023636
100,,Movie,Reversing Roe,13-09-2018,2018,TV-14,"Through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn Roe v. Wade.",80192834
78,,Movie,Ghost of the Mountains,13-09-2017,2017,G,An international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards.,80198046
25,,Movie,Extremis,13-09-2016,2016,TV-PG,"Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices.",80106307
96,,Movie,Turbo,12-09-2019,2013,PG,A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.,70267728
100,,Movie,On My Skin,12-09-2018,2018,TV-MA,"Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events.",81001000
40,,Movie,Heroin(e),12-09-2017,2017,TV-14,"This documentary follows three women – a fire chief, a judge and a street missionary – as they battle West Virginia's devastating opioid epidemic.",80192445
71,,Movie,Jeff Dunham: Relative Disaster,12-09-2017,2017,TV-MA,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.,80158670
123,,Movie,The Resistance Banker,11-09-2018,2018,TV-MA,"Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.",80244019
89,,Movie,The Forgotten,11-09-2017,2014,TV-MA,"After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend.",80162143
67,,Movie,Bill Burr: Paper Tiger,10-09-2019,2019,TV-MA,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.",81060174
140,,Movie,Eat Pray Love,10-09-2019,2010,PG-13,"After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.",70130445
96,,Movie,Evelyn,10-09-2019,2019,TV-MA,"Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing.",80216928
93,,Movie,Our Godfather,10-09-2019,2019,TV-MA,"In 1986, Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything.",81001494
86,,Movie,"My Teacher, My Obsession",10-09-2018,2018,TV-14,"When Riley changed schools, she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation.",80991570
96,,Movie,68 Kill,01-09-2019,2017,R,A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.,80184129
102,,Movie,American Psycho,01-09-2019,2000,R,"With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges.",60000861
108,,Movie,Dante's Peak,01-09-2019,1997,PG-13,"When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives.",1151375
81,,Movie,Elena,01-09-2019,2012,TV-14,"In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting.",81137484
102,,Movie,First Kill,01-09-2019,2017,R,"A stock broker brings his young son back to the town where he grew up for a hunting trip, but things take a dangerous turn when they witness a crime.",80187228
93,,Movie,For the Birds,01-09-2019,2018,TV-MA,"A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family.",81031008
